TITLE,PDF
,2205.12597.pdf
Byzantine Lattice Agreement in Asynchronous Systems,2010.13856.pdf
,2002.06779.pdf
,1804.04347.pdf
,2006.08273.pdf
Issues in Object Detection in Videos using Common Single-Image CNNs,2007.10599.pdf
,2105.12822.pdf
,1608.08622.pdf
Microsoft Word - oai_paperv21.docx,0705.1309.pdf
Nigam-Pollock article,1708.08669.pdf
,2006.10164.pdf
,1503.00886.pdf
,1707.09327.pdf
,1911.01871.pdf
,1708.02941.pdf
,1711.10724.pdf
"An Improved Algorithm for hypot(a,b)",2205.13068.pdf
,1904.09481.pdf
,1911.01054.pdf
,2004.09949.pdf
Total irregularity of a graph,1811.08528.pdf
,1207.5267.pdf
,1711.03665.pdf
,2107.12841.pdf
,2007.09202.pdf
,1812.08425.pdf
Gillian: Compositional Symbolic Execution for All,1808.00528.pdf
Optimistic Proximal Policy Optimization,2001.05059.pdf
,1906.11075.pdf
,1808.02229.pdf
,1111.6664.pdf
,1907.03680.pdf
,2004.13370.pdf
,2007.11403.pdf
iphone teacher arxiv,2102.05437.pdf
,1211.0307.pdf
,2110.10183.pdf
,1403.2098.pdf
,2102.05497.pdf
,1902.01554.pdf
,1809.08822.pdf
Capsule Graph Neural Networks with EM Routing,2105.07220.pdf
,2110.09039.pdf
Komputerowe algorytmy ekstrakcji i śledzenia obiektów w czasie rzeczywistym,1802.03201.pdf
Performance Impact of Idle Mode Capability on Dense Small Cell Networks with  LoS and NLoS Transmissions,1707.01745.pdf
,1609.07710.pdf
Microsoft Word - 3047-27959-4-CE.doc,1301.5953.pdf
,1107.5743.pdf
,2004.06358.pdf
,1804.05754.pdf
Microsoft Word - p2p_evolutionary_game_v13.doc,1004.4734.pdf
cost-vs-nepochs-netflix.eps,1102.1503.pdf
,1209.1887.pdf
,2004.07574.pdf
,1612.02513.pdf
Microsoft Word - Automatic_Keyphrase_Extraction_arXiv.docx,1909.03567.pdf
,2111.14106.pdf
,2011.06205.pdf
,1609.09572.pdf
,1109.2696.pdf
,2011.10216.pdf
,2111.06759.pdf
Adversarial Machine Learning in Recommender Systems: State of the art and Challenges,1908.03800.pdf
,2005.10322.pdf
,2211.08379.pdf
,1604.02780.pdf
Delay-Constrained Rate Control for Real-Time Video Streaming with Bounded Neural Network,1310.5426.pdf
,1805.00619.pdf
,2107.08514.pdf
,1902.09725.pdf
,2003.11911.pdf
,2206.06124.pdf
,2110.01266.pdf
Situating Recommender Systems in Practice: Towards Inductive Learning and Incremental Updates,1707.01959.pdf
,2211.06365.pdf
,1805.08801.pdf
Microsoft Word - Csemely-network-support-of-talents-arxiv.doc,2103.11184.pdf
,1702.06342.pdf
,2112.12956.pdf
,2002.02671.pdf
A template for the arxiv style,2104.13215.pdf
On the Convergence of Decentralized Gradient Descent,2107.10456.pdf
,2105.08023.pdf
,2010.02881.pdf
Microsoft Word - Context_icemc_final.doc,1902.01642.pdf
,1012.2514.pdf
Untitled,1603.04319.pdf
,1607.07494.pdf
,1606.08116.pdf
,1802.09924.pdf
,2108.07383.pdf
,2002.03531.pdf
,2109.14704.pdf
,1411.1907.pdf
,2103.16812.pdf
,1505.06241.pdf
,1912.06378.pdf
,1906.10816.pdf
,2007.09557.pdf
,1610.07948.pdf
,2104.00272.pdf
,1806.06680.pdf
,1512.07146.pdf
,2301.01631.pdf
,2207.04159.pdf
,0910.5435.pdf
,1807.05618.pdf
,1707.00455.pdf
,2203.12559.pdf
,1710.10398.pdf
,1808.00244.pdf
,1411.0784.pdf
,1703.04145.pdf
,1907.08849.pdf
,2212.14399.pdf
Microsoft Word - 20141107-MacauPollutionPaper.docx,1307.4564.pdf
,1411.6573.pdf
,1808.00024.pdf
LieTransformer: Equivariant self-attention for Lie Groups,2109.09241.pdf
,2012.10885.pdf
Reconfigurable Inverted Index,2208.05786.pdf
Stochastic Discontinuous Galerkin Methods with Low–Rank Solvers for Convection Diffusion Equations,1808.03969.pdf
,2011.02443.pdf
untitled,1801.08406.pdf
,1502.01496.pdf
,1804.08039.pdf
,2109.10638.pdf
,2210.14003.pdf
,1811.01115.pdf
,1704.02792.pdf
,2111.10930.pdf
,1905.01658.pdf
,1807.09232.pdf
BERN2_20220106_for_arxiv,1008.1653.pdf
,2201.02080.pdf
,1912.06264.pdf
,2201.10351.pdf
,1809.08400.pdf
,2009.03679.pdf
,2004.09221.pdf
Fast and Scalable Inference of Multi-Sample Cancer Lineages,2301.04788.pdf
,1412.8574.pdf
,1505.03718.pdf
,1902.04972.pdf
,1506.01057.pdf
,2008.02195.pdf
" Integrating State of the Art Compute, Communication, and Autotuning Strategies to Multiply the Performance of the Application Programm CPMD for Ab Initio Molecular Dynamics Simulations ",2107.01378.pdf
,2003.08477.pdf
Tiny Buffer TCP for Data Center Networks,1701.01161.pdf
,1909.05392.pdf
,1802.00974.pdf
,1812.11204.pdf
Contraction-Based Sparsification in Near-Linear Time,2204.08644.pdf
,1810.03865.pdf
,2011.13835.pdf
,2010.07785.pdf
Structural Consensus in Networks with Directed Topologies and Its Cryptographic Implementation,1703.00112.pdf
,2201.06747.pdf
,1206.2497.pdf
,1010.1295.pdf
Chapter_Michel-Lavoue_2011,1605.01749.pdf
,1112.3726.pdf
,1802.01706.pdf
,1206.0985.pdf
,1708.03583.pdf
,2009.02470.pdf
,2103.04868.pdf
,2202.08152.pdf
,1910.02490.pdf
,1610.09473.pdf
Paper Title (use style: paper title),0909.4592.pdf
,2110.02846.pdf
,1904.06775.pdf
,1808.06661.pdf
,1802.00970.pdf
,1806.09240.pdf
,2005.00570.pdf
,1811.06521.pdf
,2011.00038.pdf
Deep Neural Network-based Enhancement for Image and Video Streaming Systems: A Survey and Future Directions,1206.3862.pdf
,2106.03727.pdf
,2003.07811.pdf
arXiv:1310.0505v1  [cs.SI]  1 Oct 2013,2204.01535.pdf
Self-calibration of a differential wheeled robot using only a gyroscope and a distance sensor,1310.0505.pdf
,1509.02154.pdf
,1811.03390.pdf
tase-submitted.pdf,2007.01195.pdf
Improved Onlooker Bee Phase in Artificial Bee Colony Algorithm,1101.2270.pdf
,1407.5753.pdf
,2209.13759.pdf
Learning Sampling in Financial Statement Audits using Vector Quantised Autoencoder Neural Networks,2010.07422.pdf
,2008.02528.pdf
,1504.00134.pdf
,2001.11739.pdf
,2205.12466.pdf
,2111.08312.pdf
,2007.08204.pdf
,1811.12174.pdf
,0811.3231.pdf
,2109.12058.pdf
arXiv:2012.05161v1  [eess.SY]  9 Dec 2020,1702.00260.pdf
,2012.05161.pdf
,2107.04422.pdf
,1907.07929.pdf
,2108.02025.pdf
arxiv,2103.17015.pdf
,2103.09265.pdf
Microsoft Word - SMMC_Stab.docx,2210.11161.pdf
,1304.0321.pdf
,1903.10335.pdf
,1607.02290.pdf
,1905.11544.pdf
,1902.05390.pdf
,1603.03089.pdf
,2110.03999.pdf
,1506.07749.pdf
,1510.00600.pdf
,2104.05107.pdf
,1907.01988.pdf
,1611.08396.pdf
,2010.15222.pdf
,2209.06946.pdf
,1806.04640.pdf
,1611.05009.pdf
,2209.12687.pdf
,2003.06832.pdf
,1910.10921.pdf
,1708.03619.pdf
,2211.01959.pdf
,2204.10700.pdf
,1506.02082.pdf
ChASE - A Distributed Hybrid CPU-GPU Eigensolver for Large-scale Hermitian Eigenvalue Problems,2203.01444.pdf
,2205.02491.pdf
,2008.04139.pdf
AnICA: Analyzing Inconsistencies in Microarchitectural Code Analyzers,2005.01698.pdf
,2209.05994.pdf
,1702.00616.pdf
,1504.08251.pdf
,1902.02812.pdf
,2006.01285.pdf
Ensemble deep learning: A review,2006.09074.pdf
,2104.02395.pdf
,1910.06908.pdf
,2211.05986.pdf
,2104.05390.pdf
,2108.06946.pdf
,1910.11506.pdf
,1711.07433.pdf
,2002.12687.pdf
,1801.02025.pdf
,1406.3561.pdf
,0803.3422.pdf
,2210.15497.pdf
untitled,2003.09615.pdf
NOH-NMS: Improving Pedestrian Detection by Nearby Objects Hallucination,1509.05736.pdf
,2007.13376.pdf
Adversarial Knowledge Transfer from Unlabeled Data,2007.02259.pdf
,2008.05746.pdf
,1910.02902.pdf
,2008.08796.pdf
,1402.5188.pdf
,1911.10608.pdf
,2012.12184.pdf
,1908.08039.pdf
Microsoft Word - IJCSE12-04-01-124.doc,2201.11957.pdf
,1404.5869.pdf
,2007.02857.pdf
,2010.08846.pdf
,2012.01976.pdf
,1904.12584.pdf
,1606.07605.pdf
,2001.00030.pdf
,2112.10593.pdf
,2106.06513.pdf
,1912.05765.pdf
,2012.08114.pdf
,2105.13778.pdf
,2108.05505.pdf
,2103.14027.pdf
,2006.15664.pdf
,2103.11542.pdf
,1801.02977.pdf
,2107.09163.pdf
Personalized Federated Deep Learning for Pain Estimation From Face Images,2009.02033.pdf
,2101.04800.pdf
,2202.02185.pdf
,1203.6127.pdf
,1810.12030.pdf
,1808.07333.pdf
,2104.13026.pdf
,1207.4113.pdf
,1901.08556.pdf
,2109.13419.pdf
,1710.03444.pdf
,1107.3363.pdf
,2102.06535.pdf
,1904.13369.pdf
,2007.13542.pdf
Total nitrogen estimation in agricultural soils via aerial multispectral imaging and LIBS,1803.06121.pdf
,2107.02355.pdf
,1703.08537.pdf
,2103.12857.pdf
,1906.05887.pdf
,1806.01340.pdf
Towards Interpretable and Learnable Risk Analysis for Entity Resolution,2202.01753.pdf
,1912.02947.pdf
,1412.2624.pdf
,2006.01603.pdf
Microsoft Word - 44_12-C-지불_0116-OK_ _인도-Copyright Accepted_ 0106 Identification of Protein Coding Regions in Genomic DNA,2107.10957.pdf
Microsoft Word - paper_BJ.doc,1401.6484.pdf
,1210.6385.pdf
,2003.01989.pdf
,2110.10278.pdf
,1905.03729.pdf
,2110.14883.pdf
,2111.11505.pdf
,2205.14137.pdf
,1810.11367.pdf
,2001.05851.pdf
,1909.02506.pdf
,1908.08351.pdf
,1909.01477.pdf
Generalized Hindsight for Reinforcement Learning,2009.10142.pdf
,2002.11708.pdf
,1612.08199.pdf
,1501.00729.pdf
,2103.03695.pdf
In-situ Stochastic Training of MTJ Crossbar based Neural Networks,1803.10150.pdf
,1806.09057.pdf
,2005.02088.pdf
,1309.6825.pdf
,2209.13708.pdf
Measuring the Cost Effectiveness of Stress Test Orders for Distributed Real-Time Systems based on Fault Criticalities,2210.16318.pdf
,1812.01954.pdf
,1210.3210.pdf
,2011.14139.pdf
,1301.7245.pdf
,1909.02670.pdf
,1312.2465.pdf
,1902.06306.pdf
,2101.08299.pdf
Sharp Waiting-Time Bounds for Multiserver Jobs,1912.08485.pdf
,2109.05343.pdf
,2010.07630.pdf
 Cryptographically Secure Information Flow Control on Key-Value Stores,1306.6598.pdf
,1708.08895.pdf
,1510.03857.pdf
,1304.3865.pdf
,1706.09485.pdf
,1803.00092.pdf
,2002.00099.pdf
,2107.13403.pdf
,1801.04953.pdf
,1701.08083.pdf
Actor-based Risk Analysis for Blockchains in Smart Mobility,1601.06847.pdf
,2007.09098.pdf
,1905.13260.pdf
,1902.05718.pdf
,1807.07718.pdf
,2107.01028.pdf
,1009.2491.pdf
,2004.09931.pdf
Getting More Out Of Syntax with PropS,1109.2548.pdf
Ontology Focusing: Knowledge-enriched Databases on Demand,1603.01648.pdf
,1904.00195.pdf
,1809.05521.pdf
,2208.12654.pdf
,1612.02916.pdf
,2109.07898.pdf
,2210.08069.pdf
,1901.07498.pdf
A Dataset and Application for Facial Recognition of Individual Gorillas in Zoo Environments,1806.09834.pdf
,2012.04689.pdf
,1407.0067.pdf
,1609.04888.pdf
,2006.09373.pdf
,0811.2675.pdf
,1804.08426.pdf
,2104.05606.pdf
,2207.08859.pdf
,2208.11533.pdf
,1908.08279.pdf
,1910.12511.pdf
,0812.1554.pdf
,2201.13250.pdf
,2107.05803.pdf
,2102.02861.pdf
,1707.04413.pdf
,1810.01604.pdf
,1610.06268.pdf
,1210.4916.pdf
,2011.00155.pdf
,1803.09786.pdf
,1611.06585.pdf
,2201.02331.pdf
Learning to Learn Image Classifiers with Informative Visual Analogy,2008.03722.pdf
,1710.06177.pdf
,2208.06340.pdf
,2108.10512.pdf
,1505.03587.pdf
,1803.04304.pdf
,1907.02753.pdf
,1910.03270.pdf
,1912.05833.pdf
,1803.03965.pdf
,2004.07788.pdf
Regularized Q-learning,2108.04983.pdf
,2202.05404.pdf
,2110.08923.pdf
,1608.05564.pdf
,2008.11995.pdf
,1812.00029.pdf
Biased Weak Polyform Achievement Games,2204.08274.pdf
,1107.1878.pdf
,1801.03400.pdf
,1706.06634.pdf
,2111.04092.pdf
,2208.10557.pdf
,1410.7237.pdf
,1602.07332.pdf
,1611.01090.pdf
,1001.0440.pdf
,2103.00185.pdf
,2102.08610.pdf
,2106.16213.pdf
,2002.05830.pdf
,2105.07407.pdf
GLOBAL STABILIZATION BY MEANS OF,1910.14322.pdf
,1805.08404.pdf
,2012.13563.pdf
,2012.11333.pdf
,1801.02384.pdf
,1602.08863.pdf
Microsoft Word - Manuscript including figures and table.docx,1705.00607.pdf
,1903.10356.pdf
,2104.02968.pdf
,1811.00960.pdf
附表5：,1312.4188.pdf
,2209.12642.pdf
,1607.04005.pdf
,2112.04344.pdf
,1611.03268.pdf
"The Title of the Paper: Perhaps a Very Long Title, or an Extremely Long, Title that Spans More Than One Line",1402.2136.pdf
,2101.01751.pdf
,2003.13679.pdf
,1503.07206.pdf
,2002.02667.pdf
,1004.4383.pdf
s0003a_01.eps,2007.07606.pdf
,0805.0241.pdf
,2209.02895.pdf
,2106.01917.pdf
,2106.09106.pdf
,1601.05754.pdf
,1907.05571.pdf
Proceedings Template - WORD,2211.12570.pdf
,2004.00138.pdf
,1302.1192.pdf
,1905.00492.pdf
,1808.02021.pdf
,2208.11024.pdf
,1202.6473.pdf
,1908.03673.pdf
,2010.04430.pdf
,0812.3124.pdf
,1704.08670.pdf
,1801.01430.pdf
,2208.09951.pdf
,2011.02277.pdf
,2010.02605.pdf
,1809.08662.pdf
,2101.05216.pdf
,1310.0573.pdf
,2104.02886.pdf
,1602.03103.pdf
,1706.06084.pdf
,1910.10300.pdf
,1106.2696.pdf
,2010.11682.pdf
,1209.5019.pdf
,2112.04234.pdf
,1710.11093.pdf
,1801.06449.pdf
,2004.05679.pdf
Real World Morphological Evolution is Feasible,1508.06264.pdf
IADA: Iterative Adversarial Data Augmentation Using Formal Verification and Expert Guidance,2005.09288.pdf
,2108.06871.pdf
,1707.08852.pdf
,1212.5443.pdf
,2101.02515.pdf
,2109.11021.pdf
,1408.6451.pdf
,1809.06113.pdf
,1905.03809.pdf
,2006.07733.pdf
,2005.04990.pdf
,1711.05078.pdf
,1512.05002.pdf
TCOM Submission v2,1609.07409.pdf
,1702.07657.pdf
Combining Deep Learning and Mathematical Morphology for Historical Map Segmentation,1707.05266.pdf
,2101.02144.pdf
,1909.07786.pdf
,2006.15700.pdf
,1806.03726.pdf
,1106.1240.pdf
,2212.02323.pdf
,2202.07365.pdf
,1901.01805.pdf
,1807.00327.pdf
,1912.00835.pdf
Erdos-Pósa property of long holes,1810.10632.pdf
,2105.11799.pdf
,2003.06397.pdf
,2012.10688.pdf
../../../results/plots/SantaBarbara_uplow_bound.eps,2201.01833.pdf
,1404.5002.pdf
,2008.08654.pdf
,1606.02510.pdf
,1301.4682.pdf
,1804.02872.pdf
,1812.06398.pdf
Neighborhood Troubles: On the Value of User Pre-Filtering To Speed Up and Enhance Recommendations,1711.02810.pdf
,1808.06417.pdf
,1309.5201.pdf
,1312.0288.pdf
,2110.13973.pdf
Machine Learning Students Overfit to Overfitting,1811.09623.pdf
,2209.03032.pdf
,2103.14373.pdf
Unsupervised Object-Based Transition Models for 3D Partially Observable Environments,1606.06316.pdf
,2103.04693.pdf
,1209.4714.pdf
,1710.09347.pdf
,2008.05289.pdf
Recognition of Indian Sign Language in Live Video,1608.04695.pdf
,1306.1301.pdf
,1503.00943.pdf
arXiv:1704.00102v1  [math.OC]  1 Apr 2017,1303.0742.pdf
,1704.00102.pdf
,2010.04844.pdf
,2102.09076.pdf
,2012.04231.pdf
,0909.0588.pdf
,1312.7381.pdf
Well-quasi-ordering H-contraction-free graphs,2006.14171.pdf
,1602.00733.pdf
,1510.03059.pdf
,2005.02716.pdf
,1706.01875.pdf
,2105.14515.pdf
,2012.09259.pdf
Paper Title (use style: paper title),2009.06993.pdf
,1404.6802.pdf
arXiv:1806.11250v1  [cs.IT]  29 Jun 2018,2107.06563.pdf
,1806.11250.pdf
,1608.04016.pdf
,0905.4612.pdf
,1902.02169.pdf
,1409.5993.pdf
"Stanisław KOWALSKI1, Jan MALINOWSKI2",0705.1922.pdf
,1612.09185.pdf
,2210.15098.pdf
,1912.03330.pdf
,2105.00816.pdf
,2101.10535.pdf
,1712.06134.pdf
Microsoft Word - 20080829-final2.doc,2204.00616.pdf
,0812.4646.pdf
,1607.07514.pdf
未命名,2211.09680.pdf
,1812.01887.pdf
,1203.1997.pdf
,1805.06995.pdf
,2203.02883.pdf
DCN-M: Improved Deep & Cross Network for  Feature Cross Learning in Web-scale Learning to Rank Systems,1712.08439.pdf
,2008.13535.pdf
,1611.03616.pdf
,2108.11206.pdf
Comp Power vs KeyLenght CoNaIISI 2018  w-autor v1,1909.08812.pdf
arXiv:1101.5227v1  [cs.CC]  27 Jan 2011,2011.00985.pdf
,1101.5227.pdf
,1810.13028.pdf
,2206.00251.pdf
,2004.10278.pdf
,1808.03515.pdf
arXiv:2012.04332v1  [cs.CL]  8 Dec 2020,2006.02241.pdf
,2012.04332.pdf
,2002.03761.pdf
,2011.05147.pdf
,1704.03132.pdf
Microsoft Word - Near-infrared coloring_TIP_revision (final version).docx,2111.07991.pdf
,1610.00382.pdf
,2006.13260.pdf
,1602.00831.pdf
,1906.01584.pdf
,2104.03882.pdf
,2105.12790.pdf
,2011.07956.pdf
,2103.01834.pdf
,1905.09914.pdf
,2111.06377.pdf
,2205.11801.pdf
arXiv:1407.2377v1  [cs.SY]  9 Jul 2014,1905.10053.pdf
,1407.2377.pdf
,2012.12578.pdf
,2009.13342.pdf
,1801.07624.pdf
,2204.01345.pdf
,1707.03039.pdf
,2212.11248.pdf
,1810.02541.pdf
,1812.07107.pdf
,1907.00707.pdf
,2011.11877.pdf
,2108.01215.pdf
varyIR.eps,1504.02532.pdf
Effective Interfaces for Student-Driven Revision Sessions for Argumentative Writing,1806.01109.pdf
,2107.07018.pdf
arXiv:2105.05241v1  [cs.CL]  11 May 2021,1810.07934.pdf
,2105.05241.pdf
,1808.10826.pdf
,1802.03527.pdf
,1706.03042.pdf
,1911.03710.pdf
Pros and Cons of GAN Evaluation Measures: New Developments,1210.3552.pdf
,2103.09396.pdf
,2007.11230.pdf
,2104.07295.pdf
,1907.12992.pdf
Paper Title (use style: paper title),2106.15221.pdf
,1401.7486.pdf
,2206.13489.pdf
,1911.02929.pdf
tkde-2740932-pp.pdf,1907.09977.pdf
 Dual Skipping Guidance for Document Retrieval with Learned Sparse Representations,1710.01077.pdf
,2204.11154.pdf
,2209.11023.pdf
,2210.02938.pdf
,1304.3056.pdf
,1709.03133.pdf
,1707.06005.pdf
,2110.06843.pdf
,2103.00259.pdf
,0912.4598.pdf
,2105.10967.pdf
,2109.04727.pdf
,1606.05725.pdf
,2104.03004.pdf
,0912.5079.pdf
,2004.00215.pdf
,1411.4345.pdf
,2011.07170.pdf
,1912.03367.pdf
,1805.11195.pdf
,2109.12370.pdf
,1208.0220.pdf
arXiv:1605.09624v1  [cs.NI]  31 May 2016,2112.10529.pdf
Using Prior Knowledge to Guide BERT's Attention in Semantic Textual Matching Tasks,1605.09624.pdf
,2102.10934.pdf
,1809.10188.pdf
,1206.2190.pdf
,2110.09600.pdf
,1809.04696.pdf
time_evolution.eps,1303.0910.pdf
A Unified Framework for Marketing Budget Allocation,1603.09490.pdf
,1902.01128.pdf
P4CEP: Towards In-Network Complex Event Processing,1507.05739.pdf
,1806.04385.pdf
,1511.01570.pdf
eh_multi_relay_v9.dvi,2107.10912.pdf
,1903.01231.pdf
Performance Limits of Single-Anchor mm-Wave Positioning,2106.09647.pdf
Between Subjectivity and Imposition: Power Dynamics in Data Annotation for Computer Vision,1808.08116.pdf
,2007.14886.pdf
,2004.06565.pdf
,2202.07636.pdf
,1910.03441.pdf
,1204.1688.pdf
,2103.04938.pdf
,2001.06590.pdf
,1911.06646.pdf
,1911.11550.pdf
,1901.04989.pdf
,1703.07814.pdf
,1904.04022.pdf
,1804.01728.pdf
Paper Title (use style: paper title),1908.10053.pdf
,1407.8123.pdf
Microsoft Word - IJEST09-01-03-04.doc,2002.03805.pdf
,1001.4197.pdf
,2002.08733.pdf
max-clique-finalb.dvi,2110.03764.pdf
,1109.5717.pdf
,2103.11431.pdf
,1809.09206.pdf
,2209.01006.pdf
,2004.04423.pdf
Prisons,1903.06779.pdf
,0804.3064.pdf
,2102.10250.pdf
When Good Components Go Bad: Formally Secure Compilation Despite Dynamic Compromise,1903.12384.pdf
,1802.00588.pdf
,1807.05006.pdf
,2203.15407.pdf
Sensitivity analysis for 3D Maxwell's equations and its use in the resolution of an inverse medium problem at fixed frequency,1902.06670.pdf
,1911.02409.pdf
,1606.07528.pdf
Microsoft Word - WSU_book_chapter.doc,2010.05190.pdf
Privacy-Aware Recommendation with Private-Attribute Protection using Adversarial Learning,0902.3027.pdf
,1911.09872.pdf
,1008.1309.pdf
,2004.14911.pdf
,1906.07661.pdf
Multiple Instance Learning for Detecting Anomalies over Sequential Real-World Datasets,1812.06570.pdf
,2210.01707.pdf
Context-Aware Service Utilisation in the Clouds and Energy Conservation,2206.02124.pdf
,1202.5519.pdf
,1503.08542.pdf
,2209.00364.pdf
,2106.01250.pdf
,1909.03488.pdf
arXiv:1804.01853v1  [cs.LO]  5 Apr 2018,2107.12917.pdf
Value Iteration Networks,1804.01853.pdf
,1602.02867.pdf
,2103.01087.pdf
,2109.08429.pdf
,1312.1413.pdf
,1807.00745.pdf
,1710.05297.pdf
,1604.02935.pdf
,2009.03678.pdf
,2007.09336.pdf
Renyi,1207.4681.pdf
,1805.12451.pdf
,1706.03179.pdf
,2103.11345.pdf
,2012.07236.pdf
,2301.08904.pdf
,2210.01230.pdf
,2107.10788.pdf
,1312.7305.pdf
,1210.5290.pdf
arXiv:1604.07309v1  [math.LO]  25 Apr 2016,1812.02019.pdf
,1604.07309.pdf
,1709.03551.pdf
,1611.07343.pdf
,2212.10843.pdf
,2111.04460.pdf
,0910.4507.pdf
,1601.05834.pdf
,2103.12335.pdf
,2106.04483.pdf
,2002.05194.pdf
,1812.00225.pdf
,1903.09117.pdf
,1205.5819.pdf
,1906.01719.pdf
,1012.1332.pdf
,2012.13121.pdf
,1402.1683.pdf
,1401.3173.pdf
,1903.00720.pdf
GIANT: Scalable Creation of a Web-scale Ontology,2202.00100.pdf
,2004.02118.pdf
,2105.08567.pdf
,1907.07771.pdf
,1910.10398.pdf
,2012.13608.pdf
arXiv:1312.4551v1  [stat.ML]  16 Dec 2013,2007.08383.pdf
,1312.4551.pdf
,2207.06803.pdf
IEEE GRSM,1810.03410.pdf
,2012.10392.pdf
,2102.08072.pdf
typeinst_v9,1408.5845.pdf
,1606.05675.pdf
,1507.02876.pdf
,2104.11076.pdf
,2004.06368.pdf
,2102.12612.pdf
,2101.06699.pdf
,1803.08812.pdf
,1905.06732.pdf
,1807.11929.pdf
,2203.03327.pdf
,2003.06559.pdf
,2012.01765.pdf
,1703.02150.pdf
,1412.2669.pdf
,2204.10930.pdf
,2105.02432.pdf
Sensing the Breath: A Multimodal Singing Tutoring Interface with Breath Guidance,1702.05087.pdf
,2202.01439.pdf
,2104.00698.pdf
A heuristic approach to author name disambiguation in bibliometrics,1911.01185.pdf
,1812.08538.pdf
,2210.13952.pdf
,1711.01333.pdf
Microsoft Word - Matisziw_CAOR2068.doc,2211.12318.pdf
,1006.5111.pdf
Relevance Classification of Flood-related Twitter Posts via Multiple Transformers,1501.04038.pdf
Conformance checking: A state-of-the-art literature review,2301.00320.pdf
arXiv:2103.00542v1  [cs.LG]  28 Feb 2021,2007.10903.pdf
,2103.00542.pdf
Enhanced Fairness Testing via Generating Effective Initial  Individual Discriminatory Instances,1810.10078.pdf
,2209.08321.pdf
,1409.5677.pdf
,2104.13752.pdf
,1104.1057.pdf
arXiv:0711.1533v1  [cs.NI]  9 Nov 2007,1507.05841.pdf
,0711.1533.pdf
Microsoft Word - SMC2007ScurellMarwalaRubin.doc,1606.02382.pdf
,0706.0300.pdf
,1212.0388.pdf
,2109.00074.pdf
,2110.06176.pdf
,1506.08447.pdf
,1904.13377.pdf
,2010.03449.pdf
,1812.02427.pdf
,1204.4253.pdf
,1608.04024.pdf
,2008.02452.pdf
,2109.01864.pdf
,1810.10482.pdf
,1810.02026.pdf
,2108.07886.pdf
,2212.08408.pdf
,2106.01998.pdf
Learning Non-Lambertian Object Intrinsics across ShapeNet Categories,2110.03689.pdf
,1612.08510.pdf
Approximate synchronization of coupled multi-valued logical networks,1608.04727.pdf
,2207.06615.pdf
,1911.08600.pdf
,1811.08398.pdf
,2001.01223.pdf
,2111.02732.pdf
,1808.06052.pdf
,1310.2882.pdf
Article,1712.02480.pdf
,1208.2712.pdf
arXiv:1409.5141v1  [cs.IT]  17 Sep 2014,1812.01372.pdf
,1409.5141.pdf
,2202.12934.pdf
Fast and flexible preconditioners for solving multilinear systems,1303.0597.pdf
,2110.03015.pdf
arXiv:1104.3153v1  [cs.DS]  15 Apr 2011,2103.05734.pdf
Format guide for AIRCC,1104.3153.pdf
,2103.15514.pdf
,2106.15987.pdf
A new upper bound for spherical codes,1607.08192.pdf
,2001.00185.pdf
,1603.04139.pdf
,2301.08745.pdf
,1301.1385.pdf
AAAI Proceedings Template,2006.02351.pdf
,2206.14571.pdf
,1512.03465.pdf
INSTRUÇÕES PARA A PREPARAÇÃO E SUBMISSÃO DE TRABALHOS PARA O XLI CONGRESSO BRASILEIRO DE EDUCAÇÃO EM ENGENHARIA,1105.1279.pdf
,1710.04132.pdf
,1509.06559.pdf
,1610.05377.pdf
SIGCHI Conference Paper Format,2008.12700.pdf
,1112.2460.pdf
,2104.02155.pdf
,1803.11211.pdf
baller2vec: A Multi-Entity Transformer ForMulti-Agent Spatiotemporal Modeling,2211.04610.pdf
,2102.03291.pdf
,2108.11633.pdf
,2106.08810.pdf
Discretization and digitization schemes based on LCL  collections of cells in N dimensions,1106.4100.pdf
,1512.07989.pdf
,1709.06841.pdf
,1701.01574.pdf
Microsoft Word - manuscript,1403.7948.pdf
,1805.07297.pdf
,1708.05425.pdf
,2106.10060.pdf
,2210.15001.pdf
,2112.14843.pdf
,1908.10027.pdf
,1803.04565.pdf
,2010.08390.pdf
K:\pooling\Critical\Documentation\Accepted and Puplished Papers\For Archiving,2107.03252.pdf
,1805.07799.pdf
,2206.01746.pdf
,1706.03269.pdf
,1909.07220.pdf
,2205.04876.pdf
,1505.03093.pdf
,1704.01145.pdf
,1705.00919.pdf
,1608.01785.pdf
,1811.10928.pdf
,2106.12790.pdf
,2012.06132.pdf
,1509.04664.pdf
Tuning Recurrent Neural Networks with Reinforcement Learning,1407.5220.pdf
CaseXPert A Process Planning System with Feature Based Neural Network Search Strategy for Aluminum Extrusion Die Manufacturing,1611.02796.pdf
"Value Iteration in Continuous Actions, States and Time",0907.0611.pdf
Multi-task Maximum Entropy Inverse Reinforcement Learning,2105.04682.pdf
,1805.08882.pdf
,1908.04193.pdf
,1909.05309.pdf
,1904.12385.pdf
,1909.01044.pdf
,1206.2774.pdf
,1507.03206.pdf
,2002.09564.pdf
,1703.04173.pdf
Microsoft Word - 08070905 Camera Ready Paper.doc,2203.11206.pdf
", Vol1. No.1, JIC, Journal of Informaiton and Computing Science",0909.0074.pdf
,2004.11699.pdf
