PDF,TITLE
1605.01749.pdf,Chapter_Michel-Lavoue_2011
0909.4592.pdf,Paper Title (use style: paper title)
1206.3862.pdf,Deep Neural Network-based Enhancement for Image and Video Streaming Systems: A Survey and Future Directions
2204.01535.pdf,arXiv:1310.0505v1  [cs.SI]  1 Oct 2013
1310.0505.pdf,Self-calibration of a differential wheeled robot using only a gyroscope and a distance sensor
2007.01195.pdf,tase-submitted.pdf
1101.2270.pdf,Improved Onlooker Bee Phase in Artificial Bee Colony Algorithm
2010.07422.pdf,Learning Sampling in Financial Statement Audits using Vector Quantised Autoencoder Neural Networks
1702.00260.pdf,arXiv:2012.05161v1  [eess.SY]  9 Dec 2020
2103.17015.pdf,arxiv
2210.11161.pdf,Microsoft Word - SMMC_Stab.docx
2203.01444.pdf,ChASE - A Distributed Hybrid CPU-GPU Eigensolver for Large-scale Hermitian Eigenvalue Problems
2005.01698.pdf,AnICA: Analyzing Inconsistencies in Microarchitectural Code Analyzers
2006.09074.pdf,Ensemble deep learning: A review
2003.09615.pdf,untitled
1509.05736.pdf,NOH-NMS: Improving Pedestrian Detection by Nearby Objects Hallucination
2007.02259.pdf,Adversarial Knowledge Transfer from Unlabeled Data
2201.11957.pdf,Microsoft Word - IJCSE12-04-01-124.doc
2009.02033.pdf,Personalized Federated Deep Learning for Pain Estimation From Face Images
1803.06121.pdf,Total nitrogen estimation in agricultural soils via aerial multispectral imaging and LIBS
2202.01753.pdf,Towards Interpretable and Learnable Risk Analysis for Entity Resolution
2107.10957.pdf,Microsoft Word - 44_12-C-지불_0116-OK_ _인도-Copyright Accepted_ 0106 Identification of Protein Coding Regions in Genomic DNA
1401.6484.pdf,Microsoft Word - paper_BJ.doc
2009.10142.pdf,Generalized Hindsight for Reinforcement Learning
1803.10150.pdf,In-situ Stochastic Training of MTJ Crossbar based Neural Networks
2210.16318.pdf,Measuring the Cost Effectiveness of Stress Test Orders for Distributed Real-Time Systems based on Fault Criticalities
1912.08485.pdf,Sharp Waiting-Time Bounds for Multiserver Jobs
1306.6598.pdf, Cryptographically Secure Information Flow Control on Key-Value Stores
1601.06847.pdf,Actor-based Risk Analysis for Blockchains in Smart Mobility
1109.2548.pdf,Getting More Out Of Syntax with PropS
1603.01648.pdf,Ontology Focusing: Knowledge-enriched Databases on Demand
1806.09834.pdf,A Dataset and Application for Facial Recognition of Individual Gorillas in Zoo Environments
2008.03722.pdf,Learning to Learn Image Classifiers with Informative Visual Analogy
2108.04983.pdf,Regularized Q-learning
2204.08274.pdf,Biased Weak Polyform Achievement Games
1910.14322.pdf,GLOBAL STABILIZATION BY MEANS OF
1705.00607.pdf,Microsoft Word - Manuscript including figures and table.docx
1312.4188.pdf,附表5：
1402.2136.pdf,"The Title of the Paper: Perhaps a Very Long Title, or an Extremely Long, Title that Spans More Than One Line"
2007.07606.pdf,s0003a_01.eps
2211.12570.pdf,Proceedings Template - WORD
1508.06264.pdf,Real World Morphological Evolution is Feasible
2005.09288.pdf,IADA: Iterative Adversarial Data Augmentation Using Formal Verification and Expert Guidance
1609.07409.pdf,TCOM Submission v2
1707.05266.pdf,Combining Deep Learning and Mathematical Morphology for Historical Map Segmentation
1810.10632.pdf,Erdos-Pósa property of long holes
2201.01833.pdf,../../../results/plots/SantaBarbara_uplow_bound.eps
1711.02810.pdf,Neighborhood Troubles: On the Value of User Pre-Filtering To Speed Up and Enhance Recommendations
1811.09623.pdf,Machine Learning Students Overfit to Overfitting
1606.06316.pdf,Unsupervised Object-Based Transition Models for 3D Partially Observable Environments
1608.04695.pdf,Recognition of Indian Sign Language in Live Video
1303.0742.pdf,arXiv:1704.00102v1  [math.OC]  1 Apr 2017
2006.14171.pdf,Well-quasi-ordering H-contraction-free graphs
2009.06993.pdf,Paper Title (use style: paper title)
2107.06563.pdf,arXiv:1806.11250v1  [cs.IT]  29 Jun 2018
0705.1922.pdf,"Stanisław KOWALSKI1, Jan MALINOWSKI2"
2204.00616.pdf,Microsoft Word - 20080829-final2.doc
2211.09680.pdf,未命名
1712.08439.pdf,DCN-M: Improved Deep & Cross Network for  Feature Cross Learning in Web-scale Learning to Rank Systems
1909.08812.pdf,Comp Power vs KeyLenght CoNaIISI 2018  w-autor v1
2011.00985.pdf,arXiv:1101.5227v1  [cs.CC]  27 Jan 2011
2006.02241.pdf,arXiv:2012.04332v1  [cs.CL]  8 Dec 2020
2111.07991.pdf,Microsoft Word - Near-infrared coloring_TIP_revision (final version).docx
1905.10053.pdf,arXiv:1407.2377v1  [cs.SY]  9 Jul 2014
1504.02532.pdf,varyIR.eps
1806.01109.pdf,Effective Interfaces for Student-Driven Revision Sessions for Argumentative Writing
1810.07934.pdf,arXiv:2105.05241v1  [cs.CL]  11 May 2021
1210.3552.pdf,Pros and Cons of GAN Evaluation Measures: New Developments
2106.15221.pdf,Paper Title (use style: paper title)
1907.09977.pdf,tkde-2740932-pp.pdf
1710.01077.pdf, Dual Skipping Guidance for Document Retrieval with Learned Sparse Representations
2112.10529.pdf,arXiv:1605.09624v1  [cs.NI]  31 May 2016
1605.09624.pdf,Using Prior Knowledge to Guide BERT's Attention in Semantic Textual Matching Tasks
1303.0910.pdf,time_evolution.eps
1603.09490.pdf,A Unified Framework for Marketing Budget Allocation
1507.05739.pdf,P4CEP: Towards In-Network Complex Event Processing
2107.10912.pdf,eh_multi_relay_v9.dvi
2106.09647.pdf,Performance Limits of Single-Anchor mm-Wave Positioning
1808.08116.pdf,Between Subjectivity and Imposition: Power Dynamics in Data Annotation for Computer Vision
1908.10053.pdf,Paper Title (use style: paper title)
2002.03805.pdf,Microsoft Word - IJEST09-01-03-04.doc
2110.03764.pdf,max-clique-finalb.dvi
1903.06779.pdf,Prisons
1903.12384.pdf,When Good Components Go Bad: Formally Secure Compilation Despite Dynamic Compromise
1902.06670.pdf,Sensitivity analysis for 3D Maxwell's equations and its use in the resolution of an inverse medium problem at fixed frequency
2010.05190.pdf,Microsoft Word - WSU_book_chapter.doc
0902.3027.pdf,Privacy-Aware Recommendation with Private-Attribute Protection using Adversarial Learning
1812.06570.pdf,Multiple Instance Learning for Detecting Anomalies over Sequential Real-World Datasets
2206.02124.pdf,Context-Aware Service Utilisation in the Clouds and Energy Conservation
2107.12917.pdf,arXiv:1804.01853v1  [cs.LO]  5 Apr 2018
1804.01853.pdf,Value Iteration Networks
1207.4681.pdf,Renyi
1812.02019.pdf,arXiv:1604.07309v1  [math.LO]  25 Apr 2016
2202.00100.pdf,GIANT: Scalable Creation of a Web-scale Ontology
2007.08383.pdf,arXiv:1312.4551v1  [stat.ML]  16 Dec 2013
1810.03410.pdf,IEEE GRSM
2102.08072.pdf,
1408.5845.pdf,typeinst_v9
1702.05087.pdf,Sensing the Breath: A Multimodal Singing Tutoring Interface with Breath Guidance
1911.01185.pdf,A heuristic approach to author name disambiguation in bibliometrics
2211.12318.pdf,Microsoft Word - Matisziw_CAOR2068.doc
1501.04038.pdf,Relevance Classification of Flood-related Twitter Posts via Multiple Transformers
2301.00320.pdf,Conformance checking: A state-of-the-art literature review
2007.10903.pdf,arXiv:2103.00542v1  [cs.LG]  28 Feb 2021
1810.10078.pdf,Enhanced Fairness Testing via Generating Effective Initial  Individual Discriminatory Instances
1507.05841.pdf,arXiv:0711.1533v1  [cs.NI]  9 Nov 2007
1606.02382.pdf,Microsoft Word - SMC2007ScurellMarwalaRubin.doc
2110.03689.pdf,Learning Non-Lambertian Object Intrinsics across ShapeNet Categories
1608.04727.pdf,Approximate synchronization of coupled multi-valued logical networks
1712.02480.pdf,Article
1812.01372.pdf,arXiv:1409.5141v1  [cs.IT]  17 Sep 2014
1303.0597.pdf,Fast and flexible preconditioners for solving multilinear systems
2103.05734.pdf,arXiv:1104.3153v1  [cs.DS]  15 Apr 2011
1104.3153.pdf,Format guide for AIRCC
1607.08192.pdf,A new upper bound for spherical codes
2006.02351.pdf,AAAI Proceedings Template
1105.1279.pdf,INSTRUÇÕES PARA A PREPARAÇÃO E SUBMISSÃO DE TRABALHOS PARA O XLI CONGRESSO BRASILEIRO DE EDUCAÇÃO EM ENGENHARIA
2008.12700.pdf,SIGCHI Conference Paper Format
2211.04610.pdf,baller2vec: A Multi-Entity Transformer ForMulti-Agent Spatiotemporal Modeling
1106.4100.pdf,Discretization and digitization schemes based on LCL  collections of cells in N dimensions
1403.7948.pdf,Microsoft Word - manuscript
2107.03252.pdf,K:\pooling\Critical\Documentation\Accepted and Puplished Papers\For Archiving
1407.5220.pdf,Tuning Recurrent Neural Networks with Reinforcement Learning
1611.02796.pdf,CaseXPert A Process Planning System with Feature Based Neural Network Search Strategy for Aluminum Extrusion Die Manufacturing
0907.0611.pdf,"Value Iteration in Continuous Actions, States and Time"
2105.04682.pdf,Multi-task Maximum Entropy Inverse Reinforcement Learning
2203.11206.pdf,Microsoft Word - 08070905 Camera Ready Paper.doc
0909.0074.pdf,", Vol1. No.1, JIC, Journal of Informaiton and Computing Science"
2006.00896.pdf,Parallel Bayesian Optimization of Multiple Noisy Objectiveswith Expected Hypervolume Improvement
2202.13976.pdf,Assessing Algorithmic Biases for Musical Version Identification
2107.00082.pdf,"The Title of the Paper Goes Here, in Title Case and Title Style"
2011.05537.pdf,Paper Title (use style: paper title)
1705.01539.pdf,Microsoft Word - Final_Paper_v7.0.docx
1703.08919.pdf,Microsoft Word - 286.doc
1603.00260.pdf,Modeling Continuous Stochastic Processes with Dynamic Normalizing Flows
1810.07072.pdf,Land Eligibility for Renewabe Energy Systems
2003.02973.pdf,Microsoft Word - Manuscript_Bono_Revised
1803.00053.pdf,DynO: Dynamic Onloading of Deep Neural Networks from Cloud to Device
2010.14027.pdf,(mcdermott03a.pdf)
1907.03730.pdf,Automated detection and classification of cryptographic algorithms in binary programs through machine learning
2006.13721.pdf,On Arbitrary Dimension Hermitian Hull linear codes from Hermitian self-orthogonal codes and New Hermitian Self-Orthogonal GRS Codes
1211.1752.pdf,A Unified Framework for Analyzing and Detecting Malicious Examples of DNN Models
2201.05199.pdf,Sharp Analysis of Smoothed Bellman Error Embedding
2001.04489.pdf,Socket Intents: OS Support for Using Multiple Access Networks and its Benefits for Web Browsing
1904.11147.pdf,Microsoft Word - IJCSIS_ZRP.doc
1009.4318.pdf,Proceedings Template - WORD
1206.5210.pdf,A parallel Fortran framework for neural networks and deep learning
1912.06290.pdf,Randomized Cholesky Factorization
1910.14139.pdf,/home/frevo/srrg_papers/2019_paper_grisetti_solver/plots/plgo_multisolvers_lm_100_nokern_term//timing_plots_span/histogram_cum_time_multitrials_kitti_00_landmarks_high_span.eps
1603.04055.pdf,Predictive Inequity in Object Detection
2209.00901.pdf,Microsoft Word - Suresh+SandeepRNG.docx
0712.0411.pdf,Comparing Different Deep Learning Architectures for Classification of Chest Radiographs
1711.04759.pdf,Structural Deep Clustering Network
0910.5419.pdf,Iconify: Converting Photographs into Icons
2004.03179.pdf,10-Page-ICCSEA2012-Web-page Prediction for Domain Specific Web-search using Boolean Bit Mask
1206.5584.pdf,SELECTIVE PRIVACY IN IOT SMART-FARMS FOR BATTERY-POWERED DEVICE LONGEVITY
1710.09515.pdf,Microsoft Word - TIIS-RP-2016-Mar-0489.R1.doc
1503.08535.pdf,Microsoft Word - 141220-BigDataMath.docx
1501.05709.pdf,Cyclic Arbitrage in Decentralized Exchange Markets
2105.02784.pdf,
1811.10052.pdf,arXiv:1604.05668v1  [cs.CR]  19 Apr 2016
1510.06423.pdf,courbe_turbo_codes.eps
1501.05198.pdf,Profiling presence patterns and segmenting user locations from cell phone data
1608.04981.pdf,Microsoft Word - ICPR2010_RussiaFedorov.doc
2006.16894.pdf,The logic of contextuality
2201.07905.pdf,arXiv:1008.1674v1  [math.FA]  10 Aug 2010
1704.08469.pdf,Subgraph Matching Kernels for Attributed Graphs
1709.10082.pdf,Uncertainty Bounds for Multivariate Machine Learning Predictions on High-Strain Brittle Fracture
1812.03267.pdf,arXiv:1211.0071v1  [cs.CC]  1 Nov 2012
1211.0071.pdf,Robot Rights? Let's Talk about Human Welfare Instead
0909.0801.pdf,OntologyEDA_V2 2a
1609.04666.pdf,INSTRUCTIONS TO AUTHORS FOR THE PREPARATION OF MANUSCRIPTS
1707.04912.pdf,Optimization of the Sparse Multi-Threaded Cholesky Factorization for A64FX
2202.09288.pdf,Paper Title (use style: paper title)
1911.06105.pdf,Pushdown Automata and Context-Free Grammars in Bisimulation Semantics
2203.01713.pdf,Microsoft Word - FINAL VERSION
1206.5771.pdf,Microsoft Word - unaah_full_manuscript.docx
1906.12175.pdf,Exploratory Data Analysis of Urdu Poetry
2112.02145.pdf,Microsoft Word - 15022012.doc
1803.06087.pdf,Proceedings Template - WORD
2005.00912.pdf,Learning Task Relatedness in Multi-Task Learning for Images in Context
2005.08304.pdf,Modular population protocols
2010.08587.pdf,Assessing Semantic Quality of Web Directories Structure
2102.07152.pdf,Microsoft Word - Service_architecture_in_SME_Communities_submitted
1702.00948.pdf,arXiv:1004.3114v1  [cs.DS]  19 Apr 2010
2106.05402.pdf,When the Differences in Frequency Domain are Compensated: Understanding and Defeating Modulated Replay Attacks on Automatic Speech Recognition
1708.03759.pdf,Research Doc : NFT Platforms - Vulnerabilities and Security Risks
2204.01487.pdf,Computing the Newton-step faster than Hessian accumulation
2111.12786.pdf, pdfauthor=P. Öffner
1510.09077.pdf,PyArmadillo: a streamlined linear algebra library for Python
0706.1755.pdf,A Cubical Language for Bishop Sets
1310.6704.pdf,ShapeFlow: Dynamic Shape Interpreter for TensorFlow
1812.11423.pdf,Paper Title (use style: paper title)
1010.5342.pdf,Generalized Approximate Survey Propagation  for High-Dimensional Estimation
1509.08627.pdf,Optimization Theory for ReLU Neural Networks Trained with Normalization Layers
2006.06878.pdf,Virtual Reality Sickness Mitigation Methods: A Comparative Study in a Racing Game
2107.10137.pdf,Defect Diagnosis in Rotors Systems by Vibrations Data Collectors Using Trending Software
2103.05200.pdf,"Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited"
1509.00167.pdf,Interpretable Aesthetic Analysis Model for Intelligent Photography Guidance Systems
1810.06828.pdf,"Microsoft Word - Deylami, Gutierrez, & Sinha (2020) CONF-IRM.docx"
2203.00239.pdf,arXiv:1409.4526v1  [cs.CR]  16 Sep 2014
1811.00643.pdf,Prodromal Diagnosis of Lewy Body Diseases Based on the Assessment of Graphomotor and Handwriting Difficulties
1802.01987.pdf,Your Title
1809.04185.pdf,Multilevel Gibbs Sampling for Bayesian regression
2103.08433.pdf,Kambhampati00.dvi
2211.01531.pdf,Maximum Coverage in the Data Stream Model: Parameterized and Generalized
1803.02782.pdf,Transaction / Regular Paper Title
2102.12613.pdf,Analytical Differential Calculus with Integration
2105.02632.pdf,Convex Relaxation Methods for Community Detection
2011.11223.pdf,Microsoft Word - Coyle_Doherty_PCC camera ready.docx
1609.07780.pdf,Learning to Rank Rationales for Explainable Recommendation
1107.4021.pdf,kaddah16_revised
1711.11390.pdf,Dagstuhl12442_AZ
1602.00802.pdf,A Case Study in Engineering a Conversational Programming Assistant’s Persona
2010.02810.pdf,Receptive Field Analysis of Temporal Convolutional Networks for Monaural Speech Dereverberation
1610.00017.pdf,Microsoft Word - 30031065 IJCSIS Camera Ready Paper.doc
2209.09746.pdf,Study on Transfer Learning Capabilities for Pneumonia Classification in Chest-X-Rays Images
1005.4271.pdf,Studying Person-Specific Pointing and Gaze Behavior for Multimodal Referencing of Outside Objects from a Moving Vehicle
2110.02780.pdf,Two-Manifold Problems with Applications to Nonlinear System Identification
1206.4648.pdf,Microsoft Word - time_varying_formation_paper.docx
1811.01780.pdf,Microsoft Word - Graph Computing based Distributed State Estimation with PMUs
2202.12674.pdf,EQR104_comp.ps
2004.04442.pdf,Microsoft Word - writeup_commute_v4.docx
1311.2911.pdf,Probing a Set of Trajectories to Maximize Captured Information
2104.02210.pdf,The CaLiGraph Ontology as a Challenge for OWL\protect \unhbox \voidb@x \protect \penalty \@M  {}Reasoners
2202.00099.pdf,Microsoft Word - Control of a 2-DoF robotic arm using a P300-based brain-computer interface
1901.01422.pdf,arXiv:1503.01440v1  [cs.NI]  4 Mar 2015
1402.1092.pdf,CHI_2016_SUR
1904.01673.pdf,Learning to Select Cuts for Efficient Mixed-Integer Programming
1908.09185.pdf,Microsoft Word - trud ict format.doc
2005.00061.pdf,Transition Watchpoints: Teaching Old Debuggers New Tricks
2111.00924.pdf,2019 Formatting Instructions for Authors Using LaTeX
1901.02572.pdf,Microsoft Word - 1
1902.03061.pdf,The Design and Implementation of Typed Scheme
1106.2575.pdf,Untitled
1804.02964.pdf,Microsoft Word - Kirk and MacDonell (2014) EASE.docx
2102.09088.pdf,Serverless Workflows with Durable Functions and Netherite
1008.4629.pdf,Format guide for AIRCC
1708.04956.pdf,Loss-Aversively Fair Classification
1806.03931.pdf,Maximizing information from chemical engineering data sets: Applications to machine learning
1301.0068.pdf,Coalgebraic Trace Semantics for Continuous Probabilistic Transition Systems
1310.7417.pdf,Analysis of the Performance of Algorithm Configurators for Search Heuristics with Global Mutation Operators
2104.08530.pdf,arXiv:1011.2312v1  [cs.DC]  10 Nov 2010
2006.04508.pdf,TMRNetwork
0902.0241.pdf,sv-lncs
1903.06787.pdf,
1412.2460.pdf,a.eps
1212.6636.pdf,Microsoft Word - numericalNMES.doc
2206.15036.pdf,Microsoft Word - 1214_0937底稿.docx
1802.04789.pdf,Title of the Paper○
1307.0927.pdf,Paper Title (use style: paper title)
1605.03485.pdf,Implementing G-Machine in HyperLMNtal
2212.05253.pdf,Taming Uncertainty in the Assurance Process of Self-Adaptive Systems: a Goal-Oriented Approach
2010.15674.pdf,arXiv:2011.11126v1  [cs.NI]  22 Nov 2020
1811.10509.pdf,Query Expansion for Cross-Language Question Re-Ranking
2104.10134.pdf,Microsoft Word - Science_Evolcom_Report.doc
1702.05778.pdf,eCommerceGAN : A Generative Adversarial Network for E-commerce
1812.01846.pdf,On-line Learning with Abstention
1703.03478.pdf,Microsoft Word - Desync_WCL_2col_v16_accepted_full_paper_without_reductions_for_size_fits.docx
1711.05918.pdf,On Fair Division with Binary Valuations Respecting Social Networks
2003.10823.pdf,Microsoft Word - 14219520210812640431.docx
1811.08362.pdf,Neural Melody Composition from Lyrics
1809.04318.pdf,arXiv:1602.05546v1  [cs.RO]  17 Feb 2016
1504.07648.pdf,SoK: Opportunities for Software-Hardware-Security Codesign for Next Generation Secure Computing
2003.02133.pdf,The Variational Predictive Natural Gradient
1903.02984.pdf,courbe10.eps
1206.1358.pdf,What's in Score for Website Users: A Data-driven Long-term Study on Risk-based Authentication Characteristics (Pre-proceedings Version)
1412.1216.pdf,Quantized VCG Mechanisms for Polymatroid Environments 
1904.11663.pdf,CARL: Controllable Agent with Reinforcement Learning for Quadruped Locomotion
2109.05793.pdf,Microsoft Word - wseas_j_shifting_141021-上午10点.doc
2103.02195.pdf,IJME
1410.4774.pdf,Selection Bias-Corrected Visualization via Dynamic Reweighting
1811.10879.pdf,TT-Rec: Tensor Train Compression  for Deep Learning Recommendation Model Embeddings
2204.07600.pdf,Application of Artificial Neural Networks in Predicting Abrasion Resistance of Solution Polymerized Styrene-Butadiene Rubber Based Composites
1712.04282.pdf,"A Study on the Open Source Digital Library Software's: Special Reference to DSpace, EPrints and Greenstone"
2004.13972.pdf,push_conflicts.eps
2204.09638.pdf,Author Guidelines for 8
1901.01641.pdf,Learning Illumination from Diverse Portraits
1705.08092.pdf,Blah Blah Blah
2008.02396.pdf,Multi-VFL: A Vertical Federated Learning System for Multiple Data and Label Owners
2106.05468.pdf,Detecting Road Obstacles by Erasing Them
2012.13633.pdf,The GDPR Enforcement Fines at Glance
2205.10511.pdf,Online Meta-Learning
1005.4997.pdf,ISA_02_2010
1807.06431.pdf,Sampling-based 3-D Line-of-Sight PWA Model Predictive Control for Autonomous Rendezvous and Docking with a Tumbling Target
2104.14034.pdf,TransRefer3D: Entity-and-Relation Aware Transformer  for Fine-Grained 3D Visual Grounding
1910.07394.pdf,Relative Importance Sampling For Off-Policy Actor-Critic  in Deep Reinforcement Learning
1905.05880.pdf,arXiv:1401.5305v1  [cs.IT]  21 Jan 2014
1812.09498.pdf,Agree to Disagree: Subjective Fairness in Privacy-Restricted Decentralised Conflict Resolution
1309.3792.pdf,arXiv:2210.08530v1  [cs.PL]  16 Oct 2022
2003.10074.pdf,HTRU2-compare-f1-update.eps
1711.02053.pdf,Graph-based Deep Learning for Communication Networks: A Survey
2104.04171.pdf,Efficent Edge Detection on Low-Cost FPGAs
2108.11019.pdf,Microsoft Word - 1raj
1401.6102.pdf,Large-Scale Learnable Graph Convolutional Networks
2102.09244.pdf, Differential Dynamic Programming Neural Optimizer 
2112.04902.pdf,Format guide for AIRCC
2006.13485.pdf,Locally Solvable Tasks  and the Limitations of Valency Arguments
2001.08537.pdf,Towards Retina-Quality VR Video Streaming: 15ms Could Save You 80% of Your Bandwidth
1207.1427.pdf,Microsoft Word - 02.Amirreza Zarraby
1810.02074.pdf,arXiv:1811.03717v1  [cs.LG]  8 Nov 2018
2207.04646.pdf,Microsoft Word - naturalcomp_envInf_final_arXiv.docx
1906.06619.pdf,Microsoft Word - Arxiv_DigitalTwin_DasguptaRahmanLidbeLuJones.docx
2005.02730.pdf,A Modular Approach to Block-diagonal Hessian Approximationsfor Second-order Optimization Methods
1902.01813.pdf,Toward Performance-Portable PETSc for GPU-based Exascale Systems
2011.00715.pdf,Symbolic Music Generation with Diffusion Models
1604.08381.pdf,Self-Organizing Teams in Online Work Settings
0801.0514.pdf,Microsoft Word - GenomicsDataMgmt-CIDR09.doc
0909.1764.pdf,"Fully Convolutional Neural Networks for Raw Eye Tracking Data Segmentation, Generation, and Reconstruction"
2002.10905.pdf,Microsoft Word - Wiki_Arxiv.docx
1704.07506.pdf,UI-Net: Interactive Artificial Neural Networks
1603.08199.pdf,Image Matters: Detecting Offensive and Non-Compliant Content / Logo in Product Images
2008.09461.pdf,Preparation of Papers in Two-Column Format for the Proceedings of the 2004 Sarnoff Symposium
1708.04655.pdf,arXiv:1111.0051v1  [cs.AI]  31 Oct 2011
1111.0051.pdf,"Metaverse: Survey, Applications, Security, and Opportunities"
1404.1449.pdf,Fast CUDA-Aware MPI Datatypes without Platform Support
2012.10275.pdf,Mining Complex Hydrobiological Data with Galois Lattices
2011.14841.pdf,TANH Implementation
2212.10346.pdf,Microsoft Word - ieee
1411.7717.pdf,arXiv:1204.0905v1  [cs.CG]  4 Apr 2012
2011.07822.pdf,Paper Title (use style: paper title)
1805.06016.pdf,Cached and Confused: Web Cache Deception in the Wild
1501.05215.pdf,A multi-order smoothed particle hydrodynamics method for cardiac electromechanics with the Purkinje network
2006.10142.pdf,arXiv:2206.06223v1  [cs.DS]  13 Jun 2022
1508.04333.pdf,Fairness in ad auctions through inverse proportionality
2104.07567.pdf,Sharpening Your Tools: Updating bulk_extractor for the 2020s.
2001.01008.pdf,A Reliable Link-adaptive Position-based Routing Protocol for Flying Ad hoc Network
2010.06005.pdf,"Hate Raids on Twitch: Echoes of the Past, New Modalities, and Implications for Platform Governance"
1703.10892.pdf,Optimizing Black-box Metrics with Adaptive Surrogates
1710.08729.pdf,Change Actions: Models of Generalised Differentiation
2104.03043.pdf,Cuttlefish: Library for Achieving Energy Efficiency in Multicore Parallel Programs
2110.00617.pdf,Microsoft Word - paper_hvds_arXiv_20080330.doc
2012.06948.pdf,Bypassing Backdoor Detection Algorithms in Deep Learning
1712.04120.pdf,Microsoft Word - pcpe_formatted.doc
1412.6684.pdf,An Application of Newsboy Problem in Supply Chain Optimisation of Online Fashion E-Commerce
2105.03841.pdf,PythonFOAM: In-situ data analyses with OpenFOAM and Python
2004.01059.pdf,Mind Your Solver! On Adversarial Attack and Defense for Combinatorial Optimization
1405.2917.pdf,Facial Key Points Localization
1702.04694.pdf,Microsoft Word - 13.docx
1110.2289.pdf,Paper Title (use style: paper title)
1907.05131.pdf,Paper Title (use style: paper title)
1909.10698.pdf,Density-Based Dynamic Curriculum Learning for Intent Detection
1704.03138.pdf,``Why is `Chicago' deceptive?'' Towards Building Model-Driven Tutorials for Humans 
1509.02238.pdf,step-converge.eps
1401.3041.pdf,Microsoft Word - aickelin2008d.doc
1704.03612.pdf,Fig3_SamplingByCorrelation.eps
1611.04394.pdf,Proceedings Template - WORD
1905.03646.pdf,arXiv:1809.08613v1  [cs.RO]  23 Sep 2018
1904.06522.pdf,"СБОРНИК НАУЧНЫХ ТРУДОВ НГТУ, 1995, №1, 109-115"
1711.05538.pdf,Paper Title (use style: paper title)
1701.00167.pdf,MultiGrain: a unified image embedding for classes and instances
1902.05509.pdf,Image Quality Enhancement Using Pixel-Wise Gamma Correction
2106.00761.pdf,Is Image-to-Image Translation the Panacea for Multimodal Image Registration? A Comparative Study
2103.16262.pdf,MIDMod-OSN: A Microscopic-level Information Diffusion Model for Online Social Networks
2002.09436.pdf,Tug the Student to Learn Right: Progressive Gradient Correcting by Meta-learner on Corrupted Labels
2006.02567.pdf,Metamath Zero: The Cartesian Theorem Prover
2004.00214.pdf,DeepTracker: Visualizing the Training Process of Convolutional Neural Networks
1808.08531.pdf,Model-Free Approach to Fair Solar PV Curtailment Using Reinforcement Learning
1210.2536.pdf,Microsoft Word - V2-I2-P139-142
2003.05747.pdf,Paper Title (use style: paper title)
1306.5858.pdf,Article
2202.04051.pdf,Minimum Viable Model Estimates for Machine Learning Projects
1707.05438.pdf,XXX
1907.00349.pdf,A Node Elimination Algorithm for Cubature of High-Dimensional Polytopes
2206.01767.pdf,arXiv:2112.12709v1  [eess.SY]  23 Dec 2021
2103.00944.pdf,arXiv:1411.2105v1  [cs.DM]  8 Nov 2014
2111.14565.pdf,CAT: Compression-Aware Training for bandwidth reduction
1411.2105.pdf,Microsoft Word - Web_E-net_eng.doc
1909.11481.pdf,Paper Title (use style: paper title)
1312.0984.pdf,Time for a Background Check! Uncovering the impact of Background Features on Deep Neural Networks
1210.0118.pdf,R-GSN: The Relation-based  Graph Similar Network for Heterogeneous Graph
1907.07631.pdf,CLOUD COMPUTING 2010-camera ready4
1601.04388.pdf,A Mobile Computing Architecture for Numerical Simulation
2012.14274.pdf,arXiv:1801.01039v1  [cs.SC]  2 Jan 2018
2104.01006.pdf,arXiv:1306.3779v1  [math.OC]  17 Jun 2013
1702.04024.pdf,Paper Title (use style: paper title)
1206.2691.pdf,Reliable Weakly Supervised Learning: Maximize Gain and Maintain Safeness
0902.2736.pdf,CF2_IJCAI_2021-2.pdf
2101.07671.pdf,Microsoft Word - arXiv.docx
1607.03827.pdf,Description
1810.01609.pdf,Empirical Study on Detecting Controversy in Social Media
2008.07181.pdf,Microsoft Word - Chapter_v6.doc
2007.14319.pdf,stack-seqalt.tex
1702.06382.pdf,Microsoft Word - Ranjan-Gabora-OConnor-2013.docx
2206.08425.pdf,arXiv:1902.09523v1  [cs.CC]  22 Feb 2019
1903.04350.pdf,Microsoft Word - SPL-EA-EM-EV-WP-ultime.docx
1210.1892.pdf,Self-supervised Graph-level Representation Learning  with Local and Global Structure
0811.0731.pdf,Analysis of HC selection for MCTS in simultaneous move games
2106.14249.pdf,Improved VIV response prediction using adaptive parameters and data clustering
2203.01024.pdf,A Sensor Fusion-based Cutting Device Attitude Control to Improve the Accuracy of Korean Cabbage Harvesting
2101.12279.pdf,A Multisensory Learning Architecture for Rotation-invariant Object Recognition
2110.09733.pdf,Towards a Cellular Automata Based Network Intrusion Detection System with Power Level Metric in Wireless Adhoc Networks (IDFADNWCA)
1512.01749.pdf,Multichannel End-to-end Speech Recognition 
1703.04783.pdf,
2103.14167.pdf,Proceedings Template - WORD
2010.03714.pdf,An Extensive Analytical Approach on Human Resources using Random Forest Algorithm
2104.04174.pdf,``Short is the Road that Leads from Fear to Hate'': Fear Speech in Indian WhatsApp Groups
